closest_distance_km,relative_velocity_km_s,altitude_difference_km,time_to_closest_sec,priority_difference,collision_risk
11.922,9.637,18.827,1871,1,0
9.149,6.174,4.297,1520,1,0
11.434,8.372,7.1,1176,1,0
6.49,10.481,16.152,2674,7,0
13.801,8.945,26.316,307,1,0
14.921,4.145,9.966,2007,0,0
9.61,8.643,14.103,1105,1,0
9.126,6.945,19.367,1812,0,0
15.954,7.159,42.722,2487,4,0
15.693,5.171,13.452,1620,2,0
17.427,7.082,43.955,297,0,0
12.966,7.511,34.719,1909,0,0
13.528,8.291,3.677,2342,2,0
10.758,6.204,41.931,1036,2,0
10.004,6.361,7.666,1121,3,0
7.912,10.213,26.441,2018,5,0
8.184,8.926,24.586,2987,2,0
2.963,6.733,16.315,2639,2,0
16.17,5.496,24.906,1756,0,0
6.053,9.154,20.868,949,1,0
7.234,8.754,14.283,2868,0,0
13.48,7.122,17.926,1147,5,0
10.568,5.691,27.384,2586,0,0
6.895,6.498,46.6,1977,1,0
14.235,6.741,36.198,2755,0,0
3.864,8.056,29.067,1277,3,0
8.591,9.118,26.625,2088,10,0
10.673,8.244,21.752,889,8,0
12.494,9.606,7.194,1535,1,0
16.625,9.325,18.52,1508,2,0
3.736,6.36,2.853,980,0,0
11.834,6.334,15.256,1229,1,0
15.798,6.85,16.542,3101,0,0
10.352,2.975,40.088,1411,0,0
7.205,5.885,19.516,1319,1,0
4.631,6.4,5.447,2324,1,0
10.921,6.267,4.921,1133,0,0
10.67,7.656,24.203,1664,0,0
5.136,7.05,7.678,1841,7,0
14.296,8.175,35.333,2161,5,0
13.094,4.361,12.622,1062,7,0
16.774,6.597,45.686,648,2,1
19.39,6.758,44.57,659,8,0
13.175,9.225,39.751,1239,1,0
9.956,8.769,33.055,2951,2,0
12.63,9.975,2.605,849,2,0
6.304,8.916,33.912,1854,3,0
4.823,6.644,30.862,1660,3,0
8.789,5.304,41.247,1055,7,0
8.374,7.283,5.447,2216,0,0
15.341,9.057,24.992,1464,4,0
9.962,6.858,31.12,1037,1,0
15.674,4.929,8.429,1250,2,0
13.871,9.721,25.345,2198,1,0
11.516,5.933,0.791,2109,1,0
10.844,9.064,0.536,1907,0,0
10.042,6.859,19.032,928,4,0
9.195,6.88,17.883,867,0,0
10.27,6.283,13.268,980,0,0
3.037,5.33,22.516,2593,2,0
10.709,7.857,45.287,759,5,0
12.968,8.657,48.724,804,3,0
2.121,9.806,6.319,767,1,0
18.443,5.352,29.471,1563,9,0
6.209,8.558,17.692,2076,3,0
11.073,9.574,16.0,2239,0,0
5.298,8.495,24.423,3416,1,0
16.231,6.287,49.729,312,5,0
12.528,5.937,11.37,3029,2,0
11.044,8.017,27.994,2166,0,0
13.137,9.5,35.155,1458,0,0
6.93,10.778,7.895,604,3,0
11.884,8.647,2.471,2499,0,1
10.725,6.44,16.97,1284,2,0
8.561,4.54,30.204,1180,4,0
11.23,8.975,5.24,2445,0,0
11.556,8.698,36.892,1744,5,0
6.52,6.937,9.747,963,1,0
13.977,3.522,13.583,1445,2,0
7.181,7.879,13.909,1160,0,0
5.107,9.239,44.213,830,7,0
11.552,7.641,5.267,1325,0,0
18.981,9.075,15.927,1589,5,0
14.455,11.462,46.402,1964,0,0
9.209,6.279,29.937,1921,0,0
18.133,9.234,13.445,3149,2,0
15.035,10.094,33.744,1574,1,0
6.451,5.766,0.489,1098,2,0
15.222,6.238,16.446,1249,6,0
12.453,10.989,23.713,917,1,0
16.699,8.202,34.373,2165,1,0
3.489,11.533,9.126,1993,0,0
4.453,6.493,11.664,1487,5,0
16.144,7.92,16.316,731,1,0
7.929,10.025,21.296,2145,1,0
16.448,10.843,46.067,1166,1,0
2.316,8.664,32.534,1227,2,0
18.469,6.138,3.807,794,2,0
6.294,4.257,13.663,1455,0,0
13.562,2.454,35.136,1526,1,0
13.754,8.775,15.753,1715,2,0
8.885,8.576,33.597,647,1,0
10.59,7.262,11.573,2055,2,0
6.941,6.462,19.932,423,1,0
16.006,5.341,40.404,1146,0,0
14.473,7.709,6.843,353,7,0
12.433,9.697,3.504,1371,3,0
15.538,8.741,4.576,1423,1,0
14.255,12.638,15.774,1926,0,0
13.264,8.248,25.619,2059,1,0
6.596,5.909,18.076,1126,7,0
17.049,8.291,48.282,1660,0,0
12.062,8.697,17.208,1930,1,0
8.087,10.576,31.969,2850,0,0
14.621,5.908,17.226,2837,4,0
3.569,7.113,28.198,1158,10,0
2.37,6.5,18.679,1743,0,0
12.848,4.69,22.375,3088,0,0
10.005,8.388,54.132,1105,9,0
9.255,7.541,3.349,628,1,0
13.216,7.525,6.098,1227,0,0
14.813,3.945,26.959,510,2,0
18.359,9.511,31.305,872,7,0
6.9,4.213,11.642,1697,0,0
15.379,8.941,46.115,1298,0,0
9.195,5.748,47.287,987,5,0
9.987,5.525,48.004,758,3,0
18.101,10.566,15.537,2026,0,0
11.72,7.066,7.832,1185,0,0
5.55,10.296,33.151,394,2,0
7.264,5.466,27.623,2575,3,0
17.897,6.319,20.249,1651,0,0
14.884,10.119,27.49,1078,9,0
7.418,8.75,20.79,742,2,0
10.581,6.907,16.565,1507,0,0
14.319,5.535,15.41,1471,1,0
11.511,5.989,1.287,1585,0,0
11.526,6.494,20.71,2494,0,0
8.519,6.937,31.469,1010,0,0
13.985,4.711,4.564,1846,0,0
11.956,5.39,24.561,1821,0,0
9.395,9.521,21.062,3458,6,0
9.202,4.162,27.802,1203,1,0
9.883,6.133,22.634,1709,1,0
12.393,8.896,28.495,2573,0,0
8.944,6.096,7.435,942,4,0
16.078,7.685,23.049,2191,0,0
3.227,10.711,37.832,1023,0,0
8.386,5.167,48.807,2612,0,0
16.891,7.479,33.566,856,4,0
13.169,7.255,37.667,1568,2,0
15.026,8.079,21.578,2773,4,0
10.158,2.484,11.621,973,5,0
5.56,5.606,31.343,2368,0,0
12.239,5.427,7.784,1137,4,0
13.405,12.03,27.611,1970,0,0
12.072,7.763,3.518,1359,0,0
3.046,6.716,6.141,1356,0,0
2.8,5.672,6.643,2152,0,0
15.936,5.681,44.567,2827,5,1
12.066,11.971,46.238,1998,3,0
7.693,6.908,31.294,2533,4,0
6.149,7.047,6.727,1548,1,0
8.632,6.403,7.715,895,0,0
9.741,2.765,36.467,1349,0,0
10.397,7.143,36.525,1576,3,0
13.833,9.387,8.615,2596,2,0
9.769,9.502,37.046,695,2,1
13.348,4.259,4.627,974,0,0
12.769,5.484,1.921,315,2,1
15.748,11.897,45.041,852,0,0
12.876,9.967,59.8,1106,0,0
10.442,7.633,72.452,895,2,0
13.469,5.417,37.846,1525,1,0
9.184,8.607,5.556,1812,0,0
10.277,9.041,36.845,2339,1,1
10.369,5.514,26.95,2310,1,0
12.669,7.78,6.043,273,1,0
12.05,4.587,2.996,1942,0,0
11.945,4.241,33.401,1398,3,0
9.057,9.704,22.878,1033,6,0
14.967,4.211,12.976,1133,0,0
9.15,5.308,3.554,2341,1,0
18.165,6.335,20.401,2466,1,0
12.234,6.619,12.562,2349,0,0
4.837,8.232,31.295,1168,5,0
11.571,2.674,28.286,1554,0,0
16.624,10.006,10.965,1975,0,0
12.576,8.76,32.244,2152,0,0
6.244,7.699,19.456,2070,1,0
6.054,9.662,5.236,1868,0,0
6.084,8.46,49.84,1355,5,0
6.675,5.782,16.84,2263,0,0
12.894,9.729,17.367,1369,0,1
5.909,7.331,15.249,1150,1,0
12.855,10.605,24.603,1736,0,0
7.108,5.44,13.027,1972,1,0
9.543,11.699,14.018,1383,5,0
7.592,8.67,25.022,1485,10,0
5.845,7.407,15.262,1434,0,0
18.296,6.617,1.81,1583,0,0
8.639,7.512,30.902,2329,4,0
15.594,8.298,25.672,2172,1,0
12.742,11.59,51.028,1558,0,0
15.688,7.371,19.264,1605,6,0
11.448,9.664,13.983,1953,6,0
5.626,9.415,16.084,2651,2,0
15.729,6.076,26.306,1252,8,0
5.064,7.869,25.683,1492,1,0
10.435,7.353,18.959,1488,1,0
8.848,8.563,25.869,2883,1,0
12.031,5.898,27.685,1217,0,0
8.628,6.35,35.915,1215,2,0
5.557,5.933,34.157,766,0,0
4.609,6.901,12.904,945,2,0
10.73,8.161,32.031,1596,0,0
11.224,8.726,19.79,1711,2,0
10.228,7.155,12.733,964,0,0
12.734,10.187,9.724,351,7,1
12.048,7.036,8.1,1427,3,0
13.508,7.44,28.719,804,2,0
12.051,8.153,45.104,525,6,0
12.959,9.562,50.398,2066,1,0
7.382,7.916,20.236,874,5,0
14.76,5.96,52.182,2247,6,0
15.439,4.878,8.483,902,0,0
7.111,9.219,3.517,1951,0,0
10.906,5.594,22.504,966,0,0
17.735,4.817,13.221,1347,0,1
7.423,4.546,27.689,2632,0,0
5.524,7.82,28.699,1921,5,0
7.052,9.765,13.59,2659,0,0
12.464,8.939,38.346,1662,2,0
10.979,7.328,38.66,1345,1,0
6.678,6.534,11.759,1127,0,0
18.902,7.268,17.821,309,4,0
4.306,8.24,19.292,347,1,0
1.845,5.539,13.165,2098,0,0
13.044,9.678,22.07,1750,1,0
8.074,9.007,36.181,1552,2,0
12.378,8.709,23.601,1072,6,0
5.596,11.491,7.278,2033,0,1
14.534,7.674,24.621,1588,9,0
4.835,5.819,8.786,2499,6,1
12.555,6.307,4.791,1261,3,0
19.217,5.04,19.001,522,0,0
14.261,8.269,10.356,1660,0,0
9.517,5.666,21.243,893,4,1
0.903,7.173,20.526,1703,4,0
9.226,10.478,44.502,1191,3,0
5.126,6.06,35.295,1383,3,0
17.817,10.838,41.814,2587,2,0
12.704,5.122,1.457,1992,0,0
8.8,10.296,0.57,1918,0,0
9.082,9.574,13.819,2614,3,0
14.184,7.624,12.873,1911,0,0
7.921,8.302,4.307,2880,0,0
9.988,5.124,46.173,1134,3,0
6.99,10.318,3.713,1304,5,0
12.628,4.349,28.409,2519,4,0
3.121,5.215,49.107,2262,0,0
18.714,2.549,31.83,2767,10,0
11.837,6.842,48.781,1682,0,0
7.405,7.309,13.672,3174,1,0
10.395,9.071,15.531,1164,2,0
14.308,9.784,15.228,2421,0,0
15.865,5.405,31.916,1430,2,0
3.584,7.853,30.14,2942,1,0
11.305,7.024,10.256,1940,0,0
11.549,6.928,18.289,1229,4,0
16.551,8.468,4.87,1219,2,0
12.653,6.258,7.189,2177,0,0
10.319,6.785,0.661,858,1,0
10.938,6.96,44.477,883,1,0
12.029,6.712,4.747,2992,8,1
12.182,5.886,37.118,1132,0,0
11.966,6.557,33.585,805,1,0
8.966,7.338,11.458,1768,0,0
4.387,8.622,1.807,1797,2,1
13.136,11.109,29.079,388,7,0
18.85,9.187,15.463,561,0,0
12.353,7.732,13.135,684,4,0
12.498,9.44,21.986,325,0,0
10.88,9.643,29.783,2237,0,0
4.754,8.0,39.376,1828,1,0
12.44,5.419,12.748,1572,0,0
8.177,5.645,16.919,1587,3,0
16.417,12.349,11.553,1884,0,0
14.121,9.896,11.764,1623,8,0
15.047,6.209,24.856,1822,1,0
14.657,10.334,18.204,3172,0,0
11.13,6.568,0.584,2958,1,0
7.789,8.532,9.552,1546,3,0
0.784,5.215,11.652,258,4,1
10.018,7.167,12.059,1007,8,1
7.98,6.118,19.235,1673,1,0
11.117,8.336,20.68,3236,2,0
11.748,9.902,4.642,1587,10,0
11.71,11.224,40.565,2790,4,1
6.357,8.478,12.938,3016,0,0
3.231,5.023,39.983,1153,1,0
17.766,7.574,12.698,3111,2,0
16.648,8.008,7.149,2073,7,0
16.541,10.126,8.283,1840,2,0
5.699,11.943,1.715,2459,4,0
9.925,4.853,7.17,1241,7,0
11.007,8.817,2.481,2029,2,1
10.634,9.802,17.104,1542,5,0
9.413,6.661,25.062,1742,1,0
8.554,8.621,43.421,3254,2,1
10.883,6.598,5.044,966,8,0
16.1,4.762,29.543,1818,2,0
2.483,5.361,29.024,2118,0,0
3.394,3.966,6.617,1124,2,0
7.764,8.632,28.318,2849,0,0
10.36,5.175,50.042,1952,1,0
8.952,9.602,6.666,1101,1,0
6.151,6.598,58.781,2424,2,0
13.677,10.319,10.561,625,0,0
10.915,5.83,20.566,923,3,0
19.436,4.721,23.248,1630,1,0
10.348,5.184,51.783,1929,5,0
13.851,4.441,51.357,1907,0,0
4.972,8.237,24.388,1191,0,0
8.033,10.232,17.019,1721,0,0
14.987,7.533,34.146,1697,5,0
11.351,8.916,12.909,1745,0,0
7.321,8.344,21.401,1277,5,0
4.395,5.82,37.233,1824,7,0
11.108,9.027,9.737,2744,0,0
13.742,8.051,4.548,439,0,0
5.613,4.344,4.126,1684,8,0
17.694,2.899,3.805,244,0,0
10.433,6.37,9.721,2536,1,0
11.429,5.918,4.489,3072,8,0
12.537,6.991,32.047,604,1,0
5.884,7.104,15.362,1876,3,0
16.386,5.863,27.774,654,6,0
4.798,8.647,25.624,2091,0,0
14.956,7.467,13.375,1117,0,0
12.654,5.05,24.215,108,0,0
7.266,7.412,25.759,1074,1,0
13.898,6.607,21.526,2465,2,0
1.493,8.13,9.443,2655,0,1
14.003,11.261,28.439,1927,0,0
15.087,5.653,15.386,1291,2,0
8.205,5.532,12.212,1695,2,0
10.187,9.952,20.384,229,1,0
4.781,4.698,55.11,1251,3,0
13.601,6.214,41.965,1525,7,0
14.584,4.36,27.889,1198,1,0
12.873,7.948,4.009,1087,1,0
13.938,7.191,43.509,548,0,0
5.059,7.634,23.137,787,0,0
15.654,7.11,38.56,1469,1,0
7.978,5.063,22.669,2400,2,0
5.258,10.342,33.976,1105,1,0
6.678,6.495,18.113,3127,1,0
13.657,9.096,20.527,1616,2,0
10.536,7.643,0.761,1316,4,0
15.519,6.514,35.774,2720,4,0
6.434,8.243,17.966,974,0,0
11.122,6.911,49.71,3015,0,0
16.337,8.053,5.879,1692,1,0
7.6,5.717,5.749,3265,1,0
7.198,7.528,41.064,411,2,0
16.26,8.194,39.566,1281,0,0
13.324,4.287,25.937,1937,1,0
4.139,8.856,43.418,1026,1,0
13.748,8.836,34.622,1637,1,0
14.333,8.416,17.533,3244,2,0
4.754,8.432,10.445,951,0,0
10.221,6.544,14.388,562,5,0
8.629,6.181,5.244,1894,0,0
2.499,10.781,19.123,2381,5,0
11.567,9.479,17.101,1934,1,0
4.496,11.361,32.365,1858,0,0
11.045,12.825,17.443,1357,0,0
11.212,6.389,13.397,2019,3,0
13.612,8.884,23.506,2196,10,0
10.843,11.895,19.633,2406,0,0
18.628,8.581,13.729,2248,4,0
13.94,10.234,30.212,1259,0,0
2.378,5.63,30.579,1125,0,0
17.013,4.23,27.42,1271,0,0
12.216,10.849,17.034,864,1,0
6.989,8.811,0.294,1325,2,0
5.313,10.167,2.753,2602,0,0
9.398,8.239,23.67,753,0,0
4.776,2.643,21.845,2675,1,1
11.502,7.925,6.579,2439,2,0
5.756,8.297,17.581,1864,2,0
8.543,8.993,12.083,2418,8,0
18.533,6.943,36.753,2076,2,0
14.617,5.279,20.785,2618,1,0
9.853,7.641,16.134,1740,4,0
7.496,8.623,7.919,2115,1,0
6.936,8.907,0.838,1395,0,0
12.26,9.386,22.335,2540,3,0
6.078,4.698,31.263,1736,1,0
8.445,4.417,31.819,923,1,0
4.795,5.038,45.858,951,4,0
10.069,6.666,23.016,963,1,0
15.393,7.512,4.775,2030,5,0
13.257,8.18,16.321,1641,0,0
11.163,5.14,24.48,2932,7,0
14.523,5.593,17.802,1116,0,0
10.988,6.5,15.965,852,0,0
6.801,8.063,7.257,944,4,0
1.554,8.078,41.863,935,0,0
7.402,6.757,20.349,1241,3,0
14.475,7.999,9.964,1269,0,0
3.22,9.41,26.737,1320,1,0
7.997,6.749,68.824,928,4,0
10.789,9.791,12.261,2291,1,0
9.43,10.247,36.707,785,4,1
8.76,9.257,19.952,1235,1,0
12.021,8.981,1.0,1075,2,1
6.467,5.842,37.989,445,0,0
7.708,6.396,51.823,2015,0,0
15.827,5.163,12.333,664,0,0
8.667,10.453,23.465,874,0,0
6.028,7.705,33.181,2194,4,0
8.616,7.158,34.562,1927,0,0
11.474,8.552,30.191,1162,9,0
10.735,5.319,26.839,1367,3,0
11.477,5.938,3.521,841,3,0
11.541,9.048,28.8,2038,0,0
11.099,7.995,31.991,1342,1,0
4.424,5.478,10.096,1592,4,1
4.701,6.739,11.972,2296,0,0
13.925,7.945,8.11,449,2,1
9.145,5.164,11.541,1225,0,0
11.536,11.305,12.436,1565,2,0
4.843,10.079,1.708,344,0,1
5.724,5.665,17.495,322,3,0
13.484,4.427,5.417,2294,6,0
11.632,10.464,13.753,962,2,0
10.966,7.291,8.295,1352,6,0
14.969,10.241,30.095,3272,2,0
14.796,11.543,13.921,1047,1,0
11.642,6.052,3.228,308,3,0
8.332,7.998,16.17,1484,2,0
19.239,5.359,42.955,857,3,0
13.154,7.237,29.585,706,3,0
13.48,6.788,12.678,1190,5,0
12.042,8.16,5.464,851,4,0
6.39,9.097,35.409,2298,2,0
10.441,7.294,37.06,2179,0,0
8.731,7.551,21.928,782,4,0
6.802,6.836,2.0,2565,8,0
7.034,8.833,13.693,3452,3,0
16.998,7.238,40.953,1757,1,0
6.63,5.597,4.832,1190,6,0
15.163,7.36,20.005,2718,2,0
16.51,9.645,28.381,185,1,1
7.335,9.176,54.481,1778,5,0
10.273,6.204,21.614,176,2,0
10.271,5.185,24.726,1322,3,0
1.709,5.341,31.279,2235,3,0
17.427,5.231,6.739,1689,1,0
3.965,5.952,2.573,2738,1,0
5.301,8.558,36.591,1101,0,0
7.177,9.881,17.369,227,0,0
17.336,6.623,11.863,288,0,0
8.181,9.866,38.033,3365,0,0
5.142,5.97,3.521,1150,0,0
8.801,11.3,12.743,1815,7,0
15.636,8.708,3.069,1594,1,0
10.192,8.059,5.898,3333,1,0
10.589,7.544,22.201,1121,0,0
8.681,7.013,7.007,2299,0,0
4.35,6.254,29.712,1102,0,0
5.266,6.923,13.062,914,2,0
8.645,9.726,24.253,889,0,0
9.685,9.56,43.425,1716,4,1
8.697,6.644,13.868,1093,7,0
9.553,6.125,24.059,1139,1,0
13.972,6.3,27.012,2745,3,0
5.919,5.531,24.949,1572,4,0
7.856,8.271,18.575,291,1,0
11.734,7.361,10.749,1999,1,0
16.24,8.076,32.741,1095,1,0
4.515,5.818,32.046,1259,10,0
5.63,6.164,15.921,1187,5,0
11.527,7.592,21.586,2518,7,0
16.388,8.358,38.497,1675,3,0
3.972,6.423,38.182,1029,7,0
17.74,8.871,13.282,1577,0,0
2.183,5.55,31.758,1800,1,0
5.827,8.637,43.579,684,3,0
13.71,8.175,39.123,1634,5,0
14.842,5.263,41.406,643,10,0
10.791,7.639,26.015,1416,1,0
13.056,4.928,33.001,1140,0,0
8.467,6.49,26.702,780,1,0
19.47,6.954,18.42,2488,0,0
3.387,9.509,51.474,1610,0,0
13.051,7.13,39.59,1374,2,0
9.717,6.617,13.79,1058,0,0
14.695,7.378,6.811,365,1,0
15.288,9.916,28.804,2639,2,0
11.46,5.522,25.072,835,4,0
10.581,5.718,3.719,1506,0,0
13.61,11.453,0.897,1033,0,0
3.426,8.536,7.009,658,1,0
18.048,4.617,26.849,842,0,0
15.73,8.763,9.851,1250,1,0
6.523,7.784,3.013,2474,0,0
9.957,7.17,14.366,1823,1,0
1.082,7.523,9.066,2261,0,0
16.2,7.483,16.353,2439,0,1
14.199,7.588,31.671,793,8,0
13.609,7.169,28.221,228,5,1
15.169,10.216,1.414,2015,1,0
14.034,13.235,11.749,1713,1,0
4.699,6.946,9.718,1735,9,0
2.363,7.688,17.886,2524,1,0
5.297,7.754,8.991,2020,2,0
19.889,6.774,26.334,885,0,0
1.725,7.451,24.296,776,8,1
15.125,8.388,18.246,2223,2,0
8.997,6.389,8.515,1781,1,0
17.445,4.053,16.194,2240,5,0
12.165,4.577,25.878,1963,2,0
7.437,5.216,1.994,1426,0,0
10.493,5.264,34.053,1128,0,0
13.453,7.12,46.241,1304,5,0
4.96,6.623,3.935,1423,1,0
14.296,7.275,23.045,1390,0,0
11.047,6.096,43.189,2684,0,0
8.986,5.715,0.038,421,0,0
4.828,3.134,23.809,2522,0,0
13.052,5.844,34.209,169,0,0
12.546,6.804,12.782,1358,1,0
12.244,7.577,47.247,2317,0,0
6.658,7.367,47.043,2650,2,0
15.707,7.798,27.624,1616,7,1
12.518,8.15,27.852,1516,1,0
9.711,4.718,57.044,376,4,0
9.127,5.997,25.796,1058,1,0
3.39,10.433,1.021,369,3,1
7.514,5.068,15.508,1055,2,0
7.064,7.663,18.587,1470,2,0
11.817,8.225,20.16,2316,3,0
9.425,8.382,20.91,566,2,0
9.374,6.797,23.402,2113,3,0
13.785,5.282,15.658,1631,4,0
13.164,9.293,20.945,3345,2,0
7.874,8.629,8.424,2174,3,0
2.696,6.637,10.532,554,4,1
6.665,10.797,22.892,1995,4,0
15.983,7.942,22.62,475,5,0
10.321,5.635,18.485,2341,1,0
11.477,4.945,22.094,1409,0,0
14.434,6.693,25.749,2625,2,0
16.887,4.597,21.907,1509,2,0
14.904,9.006,49.268,2622,2,0
12.835,4.842,23.075,2861,7,0
10.817,5.202,7.652,2984,7,0
9.201,6.774,16.456,2115,1,0
6.523,6.364,16.421,1618,4,0
13.492,5.153,27.781,1667,3,0
12.283,7.829,23.285,1760,4,0
12.35,5.966,41.696,2119,4,1
13.533,6.694,15.762,1601,2,0
16.247,6.719,19.773,1154,4,0
8.515,8.445,42.72,1562,0,0
15.59,8.349,37.621,2492,4,0
12.922,8.846,3.034,2075,0,0
15.259,4.421,13.412,1863,0,0
11.789,9.851,11.366,1375,0,0
12.211,7.488,17.512,1443,2,0
7.554,8.177,3.325,1275,4,0
6.242,6.125,17.808,1540,0,0
9.86,7.51,35.827,2155,4,0
15.532,3.907,38.992,1087,0,0
10.96,6.551,24.171,2403,1,0
17.586,3.2,22.992,673,10,0
8.146,8.345,10.77,1529,0,0
12.67,7.002,21.3,2269,1,0
2.313,7.46,34.103,2807,1,0
15.933,3.225,17.371,2358,1,0
12.542,8.378,5.567,714,9,0
7.688,6.92,42.167,1845,5,1
15.099,7.42,3.599,2969,2,0
8.925,5.515,4.895,2901,5,0
14.363,8.601,8.906,3091,0,0
13.67,10.674,5.263,1126,3,0
13.033,11.927,45.722,2471,0,0
11.487,12.502,0.49,605,2,0
19.377,7.305,2.568,748,2,0
15.218,8.633,7.45,1444,0,0
14.885,3.455,29.745,1626,5,0
11.842,5.887,6.047,1495,1,1
10.919,8.183,43.377,2424,0,0
15.447,9.038,29.254,797,2,0
10.685,10.089,22.111,793,0,0
10.487,4.802,13.73,1310,1,0
10.808,6.611,26.354,1266,0,0
7.034,6.433,5.958,661,0,0
19.501,8.629,18.124,334,1,0
10.35,6.227,31.396,2740,1,0
7.397,6.978,30.513,1462,1,0
11.782,7.346,36.756,913,1,0
6.222,7.351,31.309,1285,4,0
10.457,3.414,23.875,1730,3,0
7.876,8.689,18.171,1512,1,0
6.442,6.83,31.537,379,2,0
2.129,12.16,25.116,2273,0,0
9.912,7.844,18.992,1173,5,0
4.835,9.012,30.685,2055,3,0
8.515,8.74,25.453,518,0,0
10.87,9.668,18.6,1765,6,0
14.686,8.234,18.078,1487,2,0
17.012,10.377,17.091,1521,3,0
18.816,7.012,23.133,1123,0,0
17.856,8.634,20.558,1159,0,0
15.896,8.679,18.393,1265,4,0
5.279,10.236,2.865,633,0,0
16.877,7.933,11.038,1647,0,0
11.203,4.92,17.655,2506,1,0
16.671,6.744,7.959,358,0,0
15.314,9.135,2.683,2203,0,0
13.522,6.402,15.194,1225,2,0
10.861,11.035,21.731,1094,3,0
5.658,8.011,12.228,865,1,0
11.724,7.853,9.835,1335,1,0
12.324,9.052,12.712,1651,2,0
3.305,9.989,34.762,1575,5,1
10.14,5.718,40.853,1606,0,0
13.043,6.633,33.717,82,7,0
10.299,10.444,12.878,1570,3,0
14.514,5.036,14.479,1282,0,0
3.174,5.827,3.534,1792,4,0
14.172,3.503,20.759,283,1,0
1.227,7.166,11.665,1508,3,0
14.449,2.623,27.567,1662,6,0
14.45,8.278,21.951,2835,2,1
9.675,4.927,31.176,1332,3,0
3.847,7.505,29.09,2776,0,0
10.566,6.364,24.434,2714,0,0
13.212,10.745,27.817,564,4,0
9.713,10.151,2.7,2644,4,0
14.358,10.463,6.187,2554,4,0
16.172,8.463,44.057,3094,3,0
8.856,10.212,6.929,1105,9,1
9.511,6.57,9.571,1343,1,0
11.593,6.43,17.155,668,4,0
13.584,6.737,23.855,1162,7,0
6.024,6.764,19.461,2219,4,0
8.78,8.194,36.9,2666,0,0
12.09,10.808,14.683,1327,0,0
8.938,8.753,31.347,1521,0,0
14.437,6.952,29.223,2264,3,0
11.361,3.213,19.573,1961,0,0
2.857,7.167,50.122,2604,7,0
13.789,7.4,21.812,1030,0,0
12.95,7.499,27.531,2624,1,0
1.07,8.015,27.311,1966,1,0
11.07,6.524,9.967,2882,1,0
0.67,8.222,19.799,3274,0,1
13.951,6.429,21.659,1495,2,0
7.495,7.181,8.669,3245,0,0
11.717,10.798,24.479,955,0,1
11.159,9.745,31.726,601,3,1
7.557,9.508,24.884,1471,3,0
16.009,9.979,2.507,2991,5,0
8.886,9.23,4.371,3274,0,0
12.049,8.644,4.635,1310,1,0
16.652,8.108,12.622,2594,0,0
7.141,8.334,27.02,1149,7,0
10.084,6.509,22.653,2588,7,0
12.353,7.234,19.931,2349,0,0
15.442,10.031,27.876,2567,0,0
11.987,5.148,25.671,1885,6,0
2.291,7.411,5.948,1492,0,0
15.413,7.189,31.492,2951,0,0
9.482,5.606,29.275,427,7,0
11.969,8.222,25.246,559,2,0
4.139,7.272,5.375,1134,1,1
7.263,2.803,8.27,2238,1,0
11.033,6.833,1.399,1492,6,0
12.171,5.137,21.734,1581,0,0
4.209,6.248,7.69,3133,4,0
12.367,9.082,36.633,730,1,0
9.429,6.345,10.55,406,0,0
10.081,7.219,14.471,1125,4,0
8.805,6.897,10.394,1111,1,0
3.726,3.756,57.831,1486,0,1
15.025,7.278,12.952,2278,4,0
7.685,6.238,15.195,2211,1,0
9.513,6.863,38.066,1967,0,0
16.474,10.172,7.617,2289,2,0
5.89,6.972,13.583,1464,1,0
8.195,6.164,4.087,878,3,0
11.714,9.781,25.822,3106,0,0
8.948,4.653,18.209,1413,1,0
8.695,6.626,8.57,1553,1,0
11.661,6.033,10.842,946,1,0
9.891,7.216,24.972,2234,0,0
6.757,5.733,13.769,1396,0,0
6.253,10.429,52.82,1529,2,0
3.548,5.354,29.213,1017,2,0
7.585,7.465,13.301,210,2,0
9.389,5.389,41.487,739,7,0
12.042,6.763,16.541,1250,0,0
10.986,6.274,24.042,1308,0,0
5.872,6.765,23.623,2440,2,0
18.618,5.756,12.646,2385,1,0
16.969,8.147,30.665,1797,4,0
12.874,3.768,12.641,1810,0,0
10.098,12.428,37.257,2099,0,0
7.246,8.293,3.449,944,0,0
12.474,5.634,0.445,1143,0,0
12.138,4.45,50.914,1937,4,0
12.075,9.582,27.269,879,1,0
12.799,10.364,15.819,1654,3,0
11.951,9.98,43.533,2830,0,0
6.444,6.753,7.606,1970,1,0
12.617,8.579,21.137,3236,0,1
4.656,6.619,11.488,1888,1,0
12.946,6.338,14.099,1508,0,0
12.978,4.665,11.226,2227,5,0
16.221,4.683,22.006,1931,4,0
6.181,8.888,19.707,1155,2,0
15.995,6.756,0.231,3483,1,0
7.531,10.319,12.004,1272,4,0
9.389,7.788,21.589,914,0,0
15.044,9.116,4.8,773,0,0
5.011,8.224,4.832,1461,7,0
9.488,6.576,5.912,1986,3,0
15.868,5.826,28.399,1360,3,0
10.44,8.878,26.664,1628,2,0
13.766,3.336,51.04,2072,1,0
13.672,6.309,17.971,1151,0,0
13.386,7.47,32.724,386,0,0
12.789,8.5,21.667,443,1,0
3.374,8.68,33.488,380,2,0
12.359,8.21,28.709,1165,3,0
15.938,7.816,15.198,2098,0,0
4.734,6.731,7.719,1937,0,0
